customer_id,marca_principal,recency_dias,frecuencia_6m,ticket_promedio_usd,ltv_historico_usd,tiempo_entrega_promedio_min,sensibilidad_promos,quejas_recientes,distancia_local_km,churn_delivery,conversion_salon
333,Kobe Sushi,80,9,23.54,779.65,58.0,0.26,0,7.3,0,0
334,Kobe Sushi,59,4,19.56,259.05,64.0,0.26,2,1.8,1,0
335,Kobe Sushi,48,7,19.12,465.26,48.0,0.42,2,1.1,0,1
336,Kobe Sushi,5,6,11.81,246.44,52.0,0.37,0,1.0,1,0
337,Nubori Experience,111,4,68.46,544.79,44.0,0.23,0,8.6,0,0
338,Noe Sushi Bar,87,6,45.55,1086.0,33.0,0.39,1,4.4,0,1
339,Noe Sushi Bar,36,6,55.87,738.07,24.0,0.45,0,20.0,0,0
340,Kobe Sushi,96,4,17.89,249.0,52.0,0.15,0,1.9,0,0
341,Noe Sushi Bar,88,4,40.11,293.33,40.0,0.46,2,0.5,1,0
342,Noe Sushi Bar,25,6,54.64,850.82,37.0,0.35,0,0.8,0,0
343,Kobe Sushi,45,7,19.29,397.22,41.0,0.14,2,15.5,0,1
344,Noe Sushi Bar,92,6,24.53,588.71,48.0,0.22,0,1.0,0,0
345,Kobe Sushi,19,5,11.34,174.94,20.0,0.34,0,13.2,0,0
346,Noe Sushi Bar,7,4,66.67,600.07,20.0,0.13,0,0.7,0,1
347,Noe Sushi Bar,108,7,53.0,1328.25,24.0,0.45,0,1.8,0,0
348,Kobe Sushi,58,5,14.64,135.8,53.0,0.14,0,7.7,0,0
349,Kobe Sushi,105,9,18.98,641.05,44.0,0.2,0,1.4,0,0
350,Noe Sushi Bar,81,6,52.82,747.62,27.0,0.44,0,2.2,1,0
351,Noe Sushi Bar,66,9,54.76,1308.58,63.0,0.53,2,3.0,1,0
352,Nubori Experience,80,4,92.89,945.45,42.0,0.35,0,0.8,0,1
353,Noe Sushi Bar,39,7,12.02,155.59,32.0,0.08,1,9.0,1,0
354,Kobe Sushi,18,6,17.68,277.98,59.0,0.14,0,3.9,0,1
355,Kobe Sushi,103,5,16.33,160.84,43.0,0.31,0,8.2,0,0
356,Noe Sushi Bar,1,7,38.84,932.44,30.0,0.29,0,4.7,0,1
357,Kobe Sushi,63,5,18.53,224.47,34.0,0.77,0,4.7,0,1
358,Noe Sushi Bar,3,5,37.91,568.82,29.0,0.18,0,7.3,0,1
359,Nubori Experience,21,5,86.47,1652.23,22.0,0.24,0,7.8,0,0
360,Noe Sushi Bar,30,4,57.18,712.89,38.0,0.34,0,14.7,0,0
361,Kobe Sushi,11,7,16.22,328.19,20.0,0.66,0,3.8,0,1
362,Noe Sushi Bar,22,7,41.23,1140.3,58.0,0.09,0,7.2,0,1
363,Noe Sushi Bar,111,5,35.21,320.57,56.0,0.63,0,0.7,1,0
364,Noe Sushi Bar,57,8,44.68,953.02,42.0,0.27,0,7.0,1,0
365,Nubori Experience,89,6,65.39,927.47,48.0,0.13,0,3.0,0,1
366,Kobe Sushi,3,8,17.04,293.78,35.0,0.35,0,3.3,0,0
367,Nubori Experience,30,2,84.68,558.07,40.0,0.09,0,30.0,0,0
368,Nubori Experience,88,7,55.49,1096.12,32.0,0.55,0,9.7,0,0
369,Kobe Sushi,45,7,13.02,357.35,55.0,0.19,0,10.2,0,0
370,Kobe Sushi,36,7,22.69,314.88,41.0,0.23,0,9.4,0,0
371,Kobe Sushi,87,5,24.25,257.42,65.0,0.67,0,4.5,0,1
372,Kobe Sushi,118,8,19.67,506.69,45.0,0.29,0,0.5,0,1
373,Kobe Sushi,72,8,15.44,384.56,31.0,0.39,0,5.9,1,0
374,Noe Sushi Bar,64,5,52.14,882.02,46.0,0.37,0,7.2,0,0
375,Kobe Sushi,54,7,13.25,260.99,33.0,0.24,0,10.7,0,1
376,Kobe Sushi,68,4,21.38,332.36,67.0,0.3,0,9.3,0,0
377,Nubori Experience,50,4,60.13,866.97,34.0,0.41,0,0.6,0,1
378,Kobe Sushi,103,10,18.06,520.06,20.0,0.6,0,3.6,0,1
379,Nubori Experience,107,7,58.32,1574.56,27.0,0.44,0,12.7,0,1
380,Kobe Sushi,31,5,18.18,249.37,66.0,0.11,1,0.7,0,1
381,Kobe Sushi,29,2,15.04,47.08,38.0,0.51,1,4.4,1,0
382,Noe Sushi Bar,59,11,52.93,1700.97,20.0,0.41,0,13.0,1,0
383,Noe Sushi Bar,36,2,64.33,424.94,51.0,0.49,0,10.0,0,1
384,Nubori Experience,77,5,63.01,785.58,47.0,0.35,0,2.3,0,1
385,Noe Sushi Bar,105,6,43.41,940.05,57.0,0.22,0,16.7,0,1
386,Nubori Experience,73,7,90.65,1138.34,36.0,0.74,0,0.5,1,0
387,Kobe Sushi,119,3,22.69,191.37,48.0,0.26,0,1.8,1,0
388,Kobe Sushi,85,3,24.21,262.33,20.0,0.27,0,2.5,1,0
389,Chef Choy,115,3,24.45,113.53,37.0,0.55,0,4.0,1,0
390,Nubori Experience,67,10,72.1,2276.69,64.0,0.44,0,3.3,0,1
391,Nubori Experience,89,7,58.53,641.19,36.0,0.53,0,5.5,0,1
392,Noe Sushi Bar,89,6,40.35,492.45,22.0,0.47,0,8.6,1,0
393,Kobe Sushi,76,6,10.62,178.27,24.0,0.42,0,6.1,1,0
394,Chef Choy,93,5,15.18,215.46,38.0,0.69,1,5.8,0,0
395,Kobe Sushi,11,8,20.32,581.12,33.0,0.53,0,1.0,1,0
396,Nubori Experience,116,8,40.55,845.28,31.0,0.15,0,12.6,0,0
397,Nubori Experience,11,6,64.33,852.42,50.0,0.31,0,3.2,0,0
398,Noe Sushi Bar,113,7,58.55,1202.59,29.0,0.27,0,7.0,0,0
399,Chef Choy,26,11,29.15,917.2,59.0,0.23,0,9.0,0,0
400,Chef Choy,53,3,25.93,133.06,34.0,0.45,1,6.6,1,1
401,Kobe Sushi,14,4,14.24,178.18,40.0,0.27,0,2.2,0,0
402,Nubori Experience,64,8,58.06,812.81,51.0,0.18,0,6.8,1,0
403,Noe Sushi Bar,80,11,26.76,1020.28,44.0,0.39,0,10.2,1,0
404,Nubori Experience,120,7,57.62,707.89,63.0,0.26,0,0.5,0,0
405,Kobe Sushi,10,2,15.75,66.37,41.0,0.47,0,2.3,1,0
406,Nubori Experience,31,6,53.75,719.37,20.0,0.33,0,0.6,0,0
407,Kobe Sushi,95,8,22.6,419.13,25.0,0.4,0,1.9,0,0
408,Kobe Sushi,36,2,15.31,72.96,75.0,0.61,0,5.2,1,0
409,Nubori Experience,10,9,72.47,2304.22,38.0,0.38,0,2.7,0,0
410,Kobe Sushi,26,8,28.09,577.68,68.0,0.52,0,9.4,0,1
411,Kobe Sushi,20,7,15.99,187.27,20.0,0.35,1,0.6,0,0
412,Nubori Experience,44,5,88.85,1192.8,64.0,0.15,0,3.2,1,0
413,Nubori Experience,62,6,40.29,383.81,63.0,0.23,0,7.7,1,0
414,Noe Sushi Bar,73,4,68.5,740.78,20.0,0.3,0,4.9,1,0
415,Noe Sushi Bar,79,4,37.27,367.93,48.0,0.42,1,7.8,1,0
416,Noe Sushi Bar,9,3,45.02,349.59,30.0,0.17,0,0.6,0,0
417,Kobe Sushi,71,4,26.84,257.51,54.0,0.39,0,1.8,0,1
418,Kobe Sushi,90,7,15.38,188.1,39.0,0.42,0,0.8,0,1
419,Noe Sushi Bar,24,6,42.32,979.16,20.0,0.83,0,4.5,0,0
420,Chef Choy,12,4,20.89,230.85,42.0,0.29,0,1.3,0,0
421,Chef Choy,60,4,14.95,177.07,20.0,0.33,0,0.6,1,0
422,Chef Choy,84,7,15.59,300.27,32.0,0.26,0,4.6,1,0
423,Kobe Sushi,120,4,14.0,121.68,45.0,0.26,0,12.7,1,0
424,Noe Sushi Bar,78,5,51.51,984.75,47.0,0.2,0,26.0,1,0
425,Kobe Sushi,86,5,16.24,295.87,39.0,0.34,0,13.1,0,0
426,Noe Sushi Bar,16,6,49.68,862.28,57.0,0.4,2,5.3,1,0
427,Noe Sushi Bar,29,8,60.16,1389.53,49.0,0.49,0,0.5,0,1
428,Nubori Experience,32,12,66.82,1825.12,36.0,0.17,0,0.5,0,0
429,Kobe Sushi,83,11,16.89,620.47,67.0,0.36,0,1.1,0,1
430,Kobe Sushi,119,2,14.76,105.71,48.0,0.34,0,0.6,0,0
431,Kobe Sushi,35,6,20.58,270.35,30.0,0.14,0,0.5,0,0
432,Chef Choy,43,3,31.9,313.79,24.0,0.48,0,2.0,0,0
433,Noe Sushi Bar,96,3,47.48,473.45,56.0,0.09,1,2.1,1,0
434,Kobe Sushi,119,2,10.0,60.33,37.0,0.45,0,5.9,0,0
435,Kobe Sushi,53,6,10.0,182.41,34.0,0.33,0,1.2,0,0
436,Noe Sushi Bar,20,4,40.27,417.6,55.0,0.48,0,1.9,0,0
437,Kobe Sushi,115,4,12.14,130.12,56.0,0.23,0,5.0,0,1
438,Nubori Experience,104,6,63.39,883.48,38.0,0.33,0,3.8,1,0
439,Noe Sushi Bar,84,5,66.46,698.96,41.0,0.71,0,5.5,0,1
440,Kobe Sushi,8,6,25.49,495.31,53.0,0.07,2,2.2,0,0
441,Kobe Sushi,99,7,19.52,209.13,55.0,0.23,0,1.8,0,0
442,Nubori Experience,42,5,74.97,1072.04,68.0,0.44,3,2.3,1,0
443,Kobe Sushi,77,4,16.59,231.61,28.0,0.15,0,3.9,1,0
444,Kobe Sushi,105,8,21.86,502.34,48.0,0.12,0,7.5,0,0
445,Nubori Experience,70,3,71.47,578.29,61.0,0.35,0,2.6,0,1
446,Nubori Experience,111,8,35.17,997.48,36.0,0.55,0,8.9,0,1
447,Nubori Experience,16,7,77.96,1192.06,56.0,0.13,0,14.5,0,0
448,Chef Choy,69,7,26.8,500.81,22.0,0.08,0,2.9,1,0
449,Kobe Sushi,53,3,18.68,185.6,20.0,0.26,0,0.5,0,1
450,Kobe Sushi,45,2,15.55,109.88,52.0,0.38,0,4.7,1,0
451,Chef Choy,51,5,33.47,517.16,33.0,0.19,0,1.2,0,0
452,Noe Sushi Bar,98,9,33.19,1082.33,57.0,0.5,0,4.5,1,0
453,Noe Sushi Bar,6,6,58.1,1176.53,36.0,0.28,0,0.7,0,0
454,Nubori Experience,33,9,75.25,1117.38,70.0,0.42,0,3.3,1,0
455,Kobe Sushi,79,7,12.17,208.56,32.0,0.19,0,3.8,0,1
456,Noe Sushi Bar,15,3,40.98,286.98,27.0,0.58,0,1.5,1,0
457,Kobe Sushi,14,3,18.51,200.39,48.0,0.14,0,3.5,0,0
458,Noe Sushi Bar,39,7,41.53,610.03,41.0,0.09,1,12.7,1,0
459,Kobe Sushi,63,3,18.63,159.68,35.0,0.14,0,12.1,1,0
460,Kobe Sushi,5,7,22.55,375.63,31.0,0.32,1,20.9,0,0
461,Kobe Sushi,116,4,19.25,184.66,52.0,0.07,1,4.7,0,0
462,Noe Sushi Bar,90,3,51.97,270.57,50.0,0.61,0,4.9,0,1
463,Noe Sushi Bar,112,8,46.94,888.83,41.0,0.6,0,2.6,0,0
464,Noe Sushi Bar,81,4,48.42,663.26,48.0,0.17,0,11.3,0,0
465,Nubori Experience,107,7,67.87,1250.34,47.0,0.31,0,0.5,1,0
466,Kobe Sushi,111,6,17.17,245.06,29.0,0.19,2,4.4,0,1
467,Kobe Sushi,52,8,12.42,178.68,29.0,0.27,1,17.0,0,0
468,Nubori Experience,16,5,36.66,707.08,20.0,0.48,1,7.3,0,0
469,Kobe Sushi,99,10,14.17,464.58,55.0,0.32,0,2.7,0,0
470,Nubori Experience,38,5,63.58,1066.22,55.0,0.18,0,4.3,1,0
471,Kobe Sushi,53,8,10.92,267.5,48.0,0.2,0,1.4,1,0
472,Nubori Experience,87,4,48.73,565.06,43.0,0.29,0,10.3,0,0
473,Kobe Sushi,77,5,21.02,175.42,47.0,0.13,0,5.1,1,0
474,Nubori Experience,97,1,71.71,253.58,52.0,0.43,0,0.5,0,1
475,Noe Sushi Bar,93,8,32.88,529.45,59.0,0.26,0,0.5,1,0
476,Nubori Experience,53,3,55.23,403.36,39.0,0.11,0,5.6,0,0
477,Kobe Sushi,46,8,15.13,241.38,52.0,0.46,0,10.8,0,1
478,Noe Sushi Bar,98,10,60.17,1071.32,52.0,0.43,1,4.9,1,0
479,Nubori Experience,98,7,56.82,1229.68,47.0,0.3,0,5.4,0,0
480,Noe Sushi Bar,91,7,53.55,1009.67,26.0,0.27,0,2.6,0,0
481,Noe Sushi Bar,15,6,55.28,1215.28,47.0,0.18,0,7.0,0,1
482,Noe Sushi Bar,59,4,28.89,272.01,56.0,0.05,0,15.4,0,1
483,Noe Sushi Bar,50,8,26.68,538.57,65.0,0.46,0,2.2,0,1
484,Noe Sushi Bar,9,6,26.05,287.9,54.0,0.56,0,10.8,0,1
485,Noe Sushi Bar,26,5,60.97,1008.99,26.0,0.4,0,7.9,1,0
486,Nubori Experience,3,7,90.97,2108.68,20.0,0.79,0,11.1,0,1
487,Kobe Sushi,100,3,20.8,202.37,50.0,0.08,3,6.0,1,1
488,Kobe Sushi,47,7,15.36,389.69,30.0,0.27,0,7.8,1,0
489,Nubori Experience,5,5,64.41,922.67,49.0,0.31,0,1.7,0,1
490,Nubori Experience,62,4,76.46,721.85,53.0,0.15,0,10.0,0,0
491,Noe Sushi Bar,84,5,34.35,586.11,35.0,0.24,0,2.3,1,0
492,Noe Sushi Bar,84,6,32.13,589.78,55.0,0.59,0,2.7,1,0
493,Kobe Sushi,5,5,25.63,346.18,34.0,0.58,0,2.2,1,1
494,Kobe Sushi,10,9,17.18,448.12,58.0,0.33,0,6.4,0,0
495,Noe Sushi Bar,80,7,25.39,579.71,42.0,0.28,0,6.3,1,0
496,Kobe Sushi,63,7,16.92,315.99,20.0,0.1,0,5.0,1,0
497,Noe Sushi Bar,25,5,45.69,823.29,53.0,0.55,2,3.1,1,0
498,Kobe Sushi,44,3,21.41,109.43,20.0,0.51,0,16.1,0,0
499,Nubori Experience,25,7,60.26,649.09,75.0,0.16,0,4.9,1,0
500,Nubori Experience,30,4,78.61,1027.79,54.0,0.31,0,2.2,0,0
501,Noe Sushi Bar,14,3,46.75,433.05,20.0,0.16,1,5.7,0,0
502,Noe Sushi Bar,86,8,30.26,766.53,35.0,0.13,0,16.4,0,0
503,Kobe Sushi,43,7,15.11,177.02,35.0,0.18,0,30.0,0,1
504,Nubori Experience,28,6,73.77,807.54,53.0,0.05,0,23.5,0,0
505,Noe Sushi Bar,94,6,49.07,497.67,55.0,0.27,0,1.2,0,0
506,Kobe Sushi,19,4,16.65,147.96,50.0,0.44,0,8.2,0,0
507,Nubori Experience,102,11,97.42,2903.92,39.0,0.04,0,1.3,0,0
508,Nubori Experience,42,7,58.6,839.43,59.0,0.74,1,1.1,1,0
509,Nubori Experience,20,6,52.14,1021.86,20.0,0.36,0,9.6,0,1
510,Noe Sushi Bar,99,3,62.72,661.07,38.0,0.44,0,15.9,0,0
511,Noe Sushi Bar,86,4,56.35,527.43,30.0,0.48,0,16.0,1,0
512,Noe Sushi Bar,79,8,42.33,860.32,74.0,0.13,0,6.6,1,0
513,Nubori Experience,11,8,57.28,841.72,59.0,0.05,0,13.0,0,1
514,Nubori Experience,54,2,71.23,239.5,45.0,0.55,0,17.1,0,1
515,Kobe Sushi,98,5,25.91,269.2,44.0,0.29,0,2.5,0,0
516,Kobe Sushi,24,5,22.04,431.91,55.0,0.46,0,9.8,0,1
517,Kobe Sushi,70,8,11.02,193.93,28.0,0.57,0,0.5,0,1
518,Nubori Experience,17,5,51.55,493.59,39.0,0.34,0,0.5,1,0
519,Nubori Experience,28,5,59.87,751.2,30.0,0.32,0,1.6,0,1
520,Kobe Sushi,50,6,19.67,354.14,45.0,0.19,0,9.3,1,0
521,Noe Sushi Bar,95,4,57.12,785.27,43.0,0.11,0,2.2,0,1
522,Kobe Sushi,100,9,13.45,389.62,55.0,0.49,1,9.3,0,0
523,Nubori Experience,55,6,84.43,1830.53,38.0,0.42,0,22.0,0,0
524,Nubori Experience,73,8,59.29,882.91,52.0,0.34,0,3.7,0,1
525,Nubori Experience,10,8,39.5,811.98,55.0,0.47,0,7.7,0,0
526,Noe Sushi Bar,21,3,51.92,295.64,55.0,0.44,0,1.5,0,1
527,Noe Sushi Bar,58,3,51.38,260.04,64.0,0.05,0,13.1,0,0
528,Kobe Sushi,34,9,30.13,414.56,41.0,0.58,0,5.4,0,1
529,Kobe Sushi,95,4,19.76,217.25,28.0,0.12,0,3.8,1,0
530,Nubori Experience,93,6,65.53,950.85,30.0,0.5,0,10.0,0,1
531,Nubori Experience,107,6,68.11,850.21,37.0,0.38,0,1.0,1,0
532,Nubori Experience,43,3,66.29,707.36,20.0,0.26,1,3.0,0,0
533,Nubori Experience,11,5,90.39,1536.89,46.0,0.61,0,1.3,0,1
534,Noe Sushi Bar,33,9,54.47,1802.91,39.0,0.27,0,5.4,0,1
535,Chef Choy,58,15,26.15,1462.01,59.0,0.47,0,10.9,1,0
536,Nubori Experience,46,6,57.36,1157.83,44.0,0.47,0,0.6,1,0
537,Nubori Experience,61,8,58.93,1677.78,20.0,0.23,1,10.4,1,0
538,Kobe Sushi,62,5,35.94,640.91,55.0,0.58,0,2.0,0,1
539,Noe Sushi Bar,1,4,37.03,565.89,46.0,0.37,0,7.3,0,0
540,Kobe Sushi,21,9,21.71,566.15,29.0,0.15,0,2.4,0,1
541,Nubori Experience,62,7,48.57,1115.77,34.0,0.31,0,1.0,0,0
542,Noe Sushi Bar,64,5,33.55,547.64,43.0,0.09,0,3.5,0,0
543,Kobe Sushi,87,6,21.0,205.74,26.0,0.1,0,1.7,1,0
544,Noe Sushi Bar,73,5,55.41,576.79,42.0,0.32,0,15.6,0,1
545,Noe Sushi Bar,56,3,49.45,288.88,41.0,0.35,1,7.9,0,1
546,Kobe Sushi,1,8,17.65,269.15,31.0,0.57,0,8.0,0,1
547,Kobe Sushi,21,10,14.19,332.76,68.0,0.57,0,9.0,0,0
548,Noe Sushi Bar,22,8,39.35,777.93,21.0,0.26,0,15.0,0,1
549,Noe Sushi Bar,54,7,40.43,955.66,63.0,0.51,0,0.5,1,0
550,Chef Choy,4,6,34.36,370.58,45.0,0.11,0,6.7,0,0
551,Noe Sushi Bar,65,1,27.7,96.83,50.0,0.42,0,15.1,0,1
552,Nubori Experience,51,4,67.75,1019.02,50.0,0.05,0,0.5,0,1
553,Noe Sushi Bar,74,5,43.66,479.97,20.0,0.6,0,9.9,0,1
554,Noe Sushi Bar,63,7,39.4,1074.82,36.0,0.12,0,1.4,0,0
555,Nubori Experience,15,6,67.66,813.58,40.0,0.47,0,0.9,0,1
556,Noe Sushi Bar,116,7,56.9,1510.54,41.0,0.27,0,2.0,1,0
557,Kobe Sushi,36,10,17.65,355.55,50.0,0.26,3,3.2,1,0
558,Kobe Sushi,29,5,17.79,246.01,68.0,0.25,0,2.6,0,1
559,Chef Choy,52,3,21.4,230.75,43.0,0.67,0,1.0,0,1
560,Noe Sushi Bar,46,8,44.56,1324.19,57.0,0.43,0,0.5,0,0
561,Noe Sushi Bar,69,9,42.24,937.51,33.0,0.28,1,4.0,0,1
562,Kobe Sushi,29,8,18.99,250.35,66.0,0.25,0,4.0,0,0
563,Kobe Sushi,111,6,21.48,358.44,55.0,0.22,0,13.1,1,0
564,Kobe Sushi,47,5,18.94,372.41,48.0,0.48,0,4.0,1,0
565,Kobe Sushi,91,5,15.76,299.21,42.0,0.2,0,6.4,0,1
566,Noe Sushi Bar,25,5,52.2,866.49,36.0,0.54,0,6.0,0,1
567,Kobe Sushi,80,4,21.17,138.73,49.0,0.15,0,2.2,0,1
568,Noe Sushi Bar,16,3,61.2,303.07,62.0,0.37,0,1.9,0,0
569,Nubori Experience,100,9,42.88,1425.34,40.0,0.55,0,2.5,1,0
570,Kobe Sushi,89,3,10.0,93.52,32.0,0.25,0,1.4,0,1
571,Noe Sushi Bar,41,4,43.92,347.33,60.0,0.37,0,6.3,1,0
572,Chef Choy,65,11,16.03,654.47,20.0,0.43,0,7.1,0,1
573,Kobe Sushi,69,4,16.36,140.2,61.0,0.19,0,8.5,0,1
574,Noe Sushi Bar,105,4,51.5,477.52,52.0,0.47,0,1.8,1,0
575,Nubori Experience,20,8,67.31,2113.82,46.0,0.35,0,7.9,0,0
576,Nubori Experience,69,4,88.65,948.25,68.0,0.6,0,3.4,0,1
577,Kobe Sushi,36,8,16.43,247.1,34.0,0.09,0,7.1,0,1
578,Nubori Experience,93,7,59.28,1466.66,20.0,0.04,0,2.4,0,1
579,Noe Sushi Bar,112,5,49.85,735.46,43.0,0.35,0,2.9,1,0
580,Kobe Sushi,98,6,21.55,302.78,52.0,0.55,1,2.8,1,0
581,Noe Sushi Bar,58,5,38.94,549.68,57.0,0.32,0,0.5,0,1
582,Nubori Experience,48,5,54.18,810.7,31.0,0.13,1,25.5,0,1
583,Noe Sushi Bar,82,6,45.89,627.65,20.0,0.37,0,6.9,0,1
584,Kobe Sushi,2,6,15.6,193.14,41.0,0.48,1,5.8,0,1
585,Noe Sushi Bar,80,5,51.67,914.25,44.0,0.56,0,15.5,0,0
586,Kobe Sushi,29,9,18.72,425.67,56.0,0.19,0,0.5,0,0
587,Kobe Sushi,97,6,15.12,254.9,40.0,0.47,0,2.6,0,1
588,Kobe Sushi,16,10,18.52,295.98,20.0,0.43,0,5.8,0,0
589,Kobe Sushi,35,4,17.64,132.66,41.0,0.19,0,21.4,0,0
590,Kobe Sushi,111,3,19.44,120.66,43.0,0.36,0,7.9,0,1
591,Kobe Sushi,62,7,16.77,440.42,68.0,0.08,0,2.1,1,0
592,Noe Sushi Bar,107,6,49.33,668.49,43.0,0.29,0,8.4,0,0
593,Kobe Sushi,106,9,17.77,575.64,70.0,0.15,0,3.7,0,1
594,Kobe Sushi,81,5,22.78,305.42,20.0,0.29,0,4.3,0,1
595,Nubori Experience,4,9,50.57,1103.68,41.0,0.63,2,0.9,0,0
596,Noe Sushi Bar,113,8,42.43,523.68,55.0,0.34,1,30.0,1,0
597,Noe Sushi Bar,68,4,40.36,280.59,39.0,0.36,0,3.7,1,1
598,Kobe Sushi,51,7,16.27,374.33,28.0,0.45,0,6.9,0,0
599,Kobe Sushi,89,9,14.47,310.18,55.0,0.15,0,1.2,0,0
600,Kobe Sushi,33,8,13.56,424.77,48.0,0.2,1,3.1,0,1
601,Kobe Sushi,78,2,21.41,125.3,52.0,0.26,0,19.8,0,1
602,Kobe Sushi,24,6,19.09,375.82,47.0,0.69,1,1.1,0,1
603,Kobe Sushi,75,6,28.03,638.36,49.0,0.32,0,11.3,0,0
604,Kobe Sushi,25,3,16.48,172.81,81.0,0.4,0,11.1,0,0
605,Kobe Sushi,28,9,16.28,336.08,26.0,0.31,0,3.5,0,0
606,Noe Sushi Bar,7,6,43.69,618.22,61.0,0.2,0,9.3,0,0
607,Kobe Sushi,113,3,25.47,142.7,56.0,0.24,0,2.8,0,0
608,Kobe Sushi,36,4,20.84,199.65,20.0,0.11,0,1.0,0,0
609,Noe Sushi Bar,10,7,37.33,794.04,53.0,0.52,0,3.3,0,0
610,Noe Sushi Bar,113,9,44.52,1317.19,47.0,0.29,0,2.3,0,0
611,Kobe Sushi,36,6,24.16,459.44,33.0,0.07,0,1.1,0,1
612,Chef Choy,95,8,27.91,594.7,42.0,0.12,0,3.0,1,0
613,Noe Sushi Bar,83,3,65.66,443.86,44.0,0.47,0,18.9,1,0
614,Kobe Sushi,18,6,23.16,340.64,37.0,0.56,0,6.0,0,1
615,Nubori Experience,113,5,77.27,916.44,38.0,0.52,1,7.1,0,1
616,Nubori Experience,6,6,66.12,766.73,53.0,0.28,3,3.5,1,0
617,Kobe Sushi,92,6,19.63,341.11,41.0,0.24,0,2.2,1,0
618,Kobe Sushi,7,4,16.26,189.21,33.0,0.41,0,15.8,0,0
619,Nubori Experience,102,7,81.1,1318.67,50.0,0.32,1,6.3,1,0
620,Noe Sushi Bar,12,13,32.43,1016.58,52.0,0.23,0,7.0,0,0
621,Kobe Sushi,41,7,21.6,459.76,57.0,0.68,0,8.1,1,0
622,Kobe Sushi,114,5,26.14,263.5,62.0,0.45,0,5.1,1,0
623,Kobe Sushi,63,5,14.02,214.96,46.0,0.31,0,0.5,0,0
624,Noe Sushi Bar,98,3,63.19,716.77,34.0,0.62,0,23.4,0,1
625,Noe Sushi Bar,25,4,37.15,277.75,38.0,0.36,0,9.4,1,0
626,Kobe Sushi,81,8,18.17,286.29,36.0,0.27,0,20.7,0,0
627,Noe Sushi Bar,53,9,35.51,1132.91,49.0,0.45,0,0.9,0,0
628,Noe Sushi Bar,33,5,23.28,259.83,61.0,0.33,1,1.7,0,0
629,Kobe Sushi,87,6,28.07,600.54,58.0,0.3,0,0.5,0,1
630,Kobe Sushi,73,1,18.57,31.66,31.0,0.6,0,8.9,0,0
631,Noe Sushi Bar,6,5,51.32,672.73,20.0,0.57,1,0.5,0,0
632,Nubori Experience,62,6,72.4,1019.55,34.0,0.37,0,2.2,0,1
633,Noe Sushi Bar,66,7,26.88,542.99,46.0,0.22,0,6.0,0,0
634,Noe Sushi Bar,102,6,72.87,1169.44,52.0,0.64,0,5.4,1,0
635,Kobe Sushi,9,6,14.93,188.49,35.0,0.74,0,7.6,0,1
636,Noe Sushi Bar,67,6,40.77,784.17,43.0,0.05,0,3.1,1,0
637,Noe Sushi Bar,16,8,44.85,1320.11,26.0,0.17,0,0.5,0,1
638,Kobe Sushi,89,7,18.4,296.02,64.0,0.33,0,0.5,0,0
639,Kobe Sushi,88,5,10.0,141.64,61.0,0.21,0,12.0,1,0
640,Kobe Sushi,111,4,13.77,160.44,27.0,0.09,0,2.3,1,0
641,Kobe Sushi,93,12,21.1,473.31,58.0,0.23,0,2.6,0,1
642,Kobe Sushi,108,8,13.48,337.97,36.0,0.56,0,0.5,0,1
643,Kobe Sushi,55,3,11.16,52.87,36.0,0.49,0,6.0,1,0
644,Kobe Sushi,40,8,17.49,337.35,33.0,0.29,0,4.3,1,0
645,Kobe Sushi,26,6,17.85,268.4,38.0,0.68,0,0.5,1,0
646,Nubori Experience,38,7,86.32,988.61,47.0,0.42,0,11.0,0,0
647,Noe Sushi Bar,35,5,52.9,585.68,57.0,0.1,0,0.5,0,1
648,Noe Sushi Bar,87,4,38.8,531.86,25.0,0.39,0,14.0,0,0
649,Chef Choy,68,4,22.94,278.98,35.0,0.38,0,2.1,0,1
650,Noe Sushi Bar,59,11,51.0,1021.14,52.0,0.42,0,7.1,1,0
651,Kobe Sushi,106,8,16.85,515.91,29.0,0.72,1,3.3,1,0
652,Noe Sushi Bar,14,5,37.4,683.74,71.0,0.26,0,4.1,0,0
653,Noe Sushi Bar,117,8,46.8,591.72,63.0,0.5,0,3.0,0,0
654,Noe Sushi Bar,120,8,43.81,776.77,55.0,0.12,2,12.2,0,0
655,Noe Sushi Bar,47,5,58.7,1057.0,37.0,0.19,0,6.6,0,0
656,Kobe Sushi,103,6,18.41,183.77,41.0,0.45,0,1.8,1,0
657,Kobe Sushi,71,8,10.0,260.59,23.0,0.33,0,0.5,0,1
658,Kobe Sushi,72,9,11.82,317.43,57.0,0.18,0,0.5,1,0
659,Noe Sushi Bar,42,5,47.97,762.35,42.0,0.49,0,7.0,1,0
660,Noe Sushi Bar,51,2,55.51,394.49,50.0,0.31,1,5.5,1,0
661,Kobe Sushi,19,6,17.12,376.37,64.0,0.23,1,9.8,0,0
662,Nubori Experience,66,6,75.43,879.94,31.0,0.23,0,14.5,0,0
663,Noe Sushi Bar,47,11,67.83,1454.04,20.0,0.43,2,5.5,1,0
664,Kobe Sushi,65,6,12.57,167.11,53.0,0.11,1,3.9,0,1
665,Kobe Sushi,42,5,12.26,100.93,41.0,0.29,0,4.2,0,0
666,Kobe Sushi,38,9,20.21,397.76,37.0,0.33,0,14.3,0,0
